HGNC,name,symbol
9453,proline dehydrogenase 1,PRODH
29217,proline rich 12,PRR12
9343,proline rich mitotic checkpoint control factor,PRCC
30500,proline rich transmembrane protein 2,PRRT2
9580,proline-serine-threonine phosphatase interacting protein 1,PSTPIP1
19316,prolyl 3-hydroxylase 1,P3H1
19317,prolyl 3-hydroxylase 2,P3H2
8547,prolyl 4-hydroxylase subunit alpha 2,P4HA2
8548,prolyl 4-hydroxylase subunit beta,P4HB
28858,"prolyl 4-hydroxylase, transmembrane",P4HTM
30228,prolyl endopeptidase like,PREPL
30563,"prolyl-tRNA synthetase 2, mitochondrial",PARS2
9454,prominin 1,PROM1
9201,proopiomelanocortin,POMC
8653,propionyl-CoA carboxylase subunit alpha,PCCA
8654,propionyl-CoA carboxylase subunit beta,PCCB
8743,proprotein convertase subtilisin/kexin type 1,PCSK1
20001,proprotein convertase subtilisin/kexin type 9,PCSK9
9498,prosaposin,PSAP
9545,proteasome 20S subunit beta 8,PSMB8
9557,"proteasome 26S subunit, non-ATPase 12",PSMD12
20330,proteasome maturation protein,POMP
17284,protection of telomeres 1,POT1
9451,"protein C, inactivator of coagulation factors Va and VIIIa",PROC
14988,protein O-fucosyltransferase 1,POFUT1
22954,protein O-glucosyltransferase 1,POGLUT1
19139,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",POMGNT1
25902,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)",POMGNT2
26267,protein O-mannose kinase,POMK
9202,protein O-mannosyltransferase 1,POMT1
19743,protein O-mannosyltransferase 2,POMT2
9456,protein S,PROS1
9460,"protein Z, vitamin K dependent plasma glycoprotein",PROZ
9438,protein activator of interferon induced protein kinase EIF2AK2,PRKRA
25557,protein arginine methyltransferase 7,PRMT7
18669,"protein associated with LIN7 1, MAGUK p55 family member",PALS1
9394,protein interacting with PRKCA 1,PICK1
9386,protein kinase AMP-activated non-catalytic subunit gamma 2,PRKAG2
9399,protein kinase C delta,PRKCD
9402,protein kinase C gamma,PRKCG
9412,protein kinase C zeta,PRKCZ
9407,protein kinase D1,PRKD1
9380,protein kinase cAMP-activated catalytic subunit alpha,PRKACA
9381,protein kinase cAMP-activated catalytic subunit beta,PRKACB
9382,protein kinase cAMP-activated catalytic subunit gamma,PRKACG
9388,protein kinase cAMP-dependent type I regulatory subunit alpha,PRKAR1A
9390,protein kinase cAMP-dependent type I regulatory subunit beta,PRKAR1B
9414,protein kinase cGMP-dependent 1,PRKG1
9413,"protein kinase, DNA-activated, catalytic subunit",PRKDC
9282,protein phosphatase 1 catalytic subunit beta,PPP1CB
14951,protein phosphatase 1 regulatory subunit 15B,PPP1R15B
9299,protein phosphatase 2 catalytic subunit alpha,PPP2CA
9312,protein phosphatase 2 regulatory subunit B'delta,PPP2R5D
9305,protein phosphatase 2 regulatory subunit Bbeta,PPP2R2B
9302,protein phosphatase 2 scaffold subunit Aalpha,PPP2R1A
9314,protein phosphatase 3 catalytic subunit alpha,PPP3CA
9276,"protein phosphatase, Mg2+/Mn2+ dependent 1B",PPM1B
9277,"protein phosphatase, Mg2+/Mn2+ dependent 1D",PPM1D
25415,"protein phosphatase, Mg2+/Mn2+ dependent 1K",PPM1K
9644,protein tyrosine phosphatase non-receptor type 11,PTPN11
9647,protein tyrosine phosphatase non-receptor type 14,PTPN14
9650,protein tyrosine phosphatase non-receptor type 2,PTPN2
9652,protein tyrosine phosphatase non-receptor type 22,PTPN22
14406,protein tyrosine phosphatase non-receptor type 23,PTPN23
9655,protein tyrosine phosphatase non-receptor type 3,PTPN3
9658,protein tyrosine phosphatase non-receptor type 6,PTPN6
9666,protein tyrosine phosphatase receptor type C,PTPRC
9670,protein tyrosine phosphatase receptor type F,PTPRF
9678,protein tyrosine phosphatase receptor type O,PTPRO
9679,protein tyrosine phosphatase receptor type Q,PTPRQ
9495,proteinase 3,PRTN3
9364,proteoglycan 4,PRG4
9086,proteolipid protein 1,PLP1
8657,protocadherin 12,PCDH12
14270,protocadherin 19,PCDH19
8717,"protocadherin gamma subfamily C, 4",PCDHGC4
14674,protocadherin related 15,PCDH15
9280,protoporphyrinogen oxidase,PPOX
13420,prune exopolyphosphatase 1,PRUNE1
15508,pseudouridine synthase 1,PUS1
25461,pseudouridine synthase 3,PUS3
26033,pseudouridine synthase 7,PUS7
8646,pterin-4 alpha-carbinolamine dehydratase 1,PCBD1
14957,pumilio RNA binding family member 1,PUM1
7892,purine nucleoside phosphorylase,PNP
9701,purine rich element binding protein A,PURA
15459,purinergic receptor P2X 2,P2RX2
8537,purinergic receptor P2X 7,P2RX7
8540,purinergic receptor P2Y11,P2RY11
18124,purinergic receptor P2Y12,P2RY12
9457,pyridoxal phosphate binding protein,PLPBP
30260,pyridoxamine 5'-phosphate oxidase,PNPO
9721,pyrroline-5-carboxylate reductase 1,PYCR1
30262,pyrroline-5-carboxylate reductase 2,PYCR2
8636,pyruvate carboxylase,PC
8806,pyruvate dehydrogenase E1 subunit alpha 1,PDHA1
8807,pyruvate dehydrogenase E1 subunit alpha 2,PDHA2
8808,pyruvate dehydrogenase E1 subunit beta,PDHB
21350,pyruvate dehydrogenase complex component X,PDHX
8811,pyruvate dehydrogenase kinase 3,PDK3
9279,pyruvate dehydrogenase phosphatase catalytic subunit 1,PDP1
9020,pyruvate kinase L/R,PKLR
9752,quinoid dihydropteridine reductase,QDPR
20759,"rabenosyn, RAB effector",RBSN
21054,radial spoke head 3,RSPH3
12371,radial spoke head component 1,RSPH1
21558,radial spoke head component 4A,RSPH4A
21057,radial spoke head component 9,RSPH9
9944,radixin,RDX
667,ras homolog family member A,RHOA
686,ras homolog family member H,RHOH
10449,ras responsive element binding protein 1,RREB1
25786,receptor accessory protein 1,REEP1
17975,receptor accessory protein 2,REEP2
30078,receptor accessory protein 6,REEP6
9863,receptor associated protein of the synapse,RAPSN
10019,receptor interacting serine/threonine kinase 1,RIPK1
496,receptor interacting serine/threonine kinase 4,RIPK4
10256,receptor tyrosine kinase like orphan receptor 1,ROR1
10257,receptor tyrosine kinase like orphan receptor 2,ROR2
9831,recombination activating 1,RAG1
9832,recombination activating 2,RAG2
5724,recombination signal binding protein for immunoglobulin kappa J region,RBPJ
9957,reelin,RELN
17282,regulating synaptic membrane exocytosis 1,RIMS1
10004,regulator of G protein signaling 9,RGS9
30304,regulator of G protein signaling 9 binding protein,RGS9BP
15888,regulator of telomere elongation helicase 1,RTEL1
9987,regulatory factor X associated ankyrin containing protein,RFXANK
9988,regulatory factor X associated protein,RFXAP
9986,regulatory factor X5,RFX5
21478,regulatory factor X6,RFX6
9958,renin,REN
9969,replication factor C subunit 1,RFC1
9970,replication factor C subunit 2,RFC2
21176,required for meiotic nuclear division 1 homolog,RMND1
9967,ret proto-oncogene,RET
10468,reticulon 2,RTN2
18647,reticulon 4 interacting protein 1,RTN4IP1
25964,reticulophagy regulator 1,RETREG1
18662,retina and anterior neural fold homeobox,RAX
18286,retina and anterior neural fold homeobox 2,RAX2
9990,retinal G protein coupled receptor,RGR
10254,retinal outer segment membrane protein 1,ROM1
10024,retinaldehyde binding protein 1,RLBP1
10295,retinitis pigmentosa GTPase regulator,RPGR
9834,retinoic acid induced 1,RAI1
9864,retinoic acid receptor alpha,RARA
9865,retinoic acid receptor beta,RARB
10294,retinoid isomerohydrolase RPE65,RPE65
9921,retinol binding protein 3,RBP3
9922,retinol binding protein 4,RBP4
17964,retinol dehydrogenase 11,RDH11
19977,retinol dehydrogenase 12,RDH12
9940,retinol dehydrogenase 5,RDH5
10457,retinoschisin 1,RS1
14665,retrotransposon Gag like 1,RTL1
10012,rhodopsin,RHO
20788,rhomboid 5 homolog 2,RHBDF2
13530,ribitol xylosyltransferase 1,RXYLT1
18466,ribonuclease H1,RNASEH1
18518,ribonuclease H2 subunit A,RNASEH2A
25671,ribonuclease H2 subunit B,RNASEH2B
24116,ribonuclease H2 subunit C,RNASEH2C
10050,ribonuclease L,RNASEL
21686,ribonuclease T2,RNASET2
17296,ribonucleotide reductase regulatory TP53 inducible subunit M2B,RRM2B
10381,ribophorin I,RPN1
10297,ribose 5-phosphate isomerase A,RPIA
10298,ribosomal protein L10,RPL10
17976,ribosomal protein L10 like,RPL10L
10301,ribosomal protein L11,RPL11
10303,ribosomal protein L13,RPL13
10306,ribosomal protein L15,RPL15
10310,ribosomal protein L18,RPL18
10313,ribosomal protein L21,RPL21
10327,ribosomal protein L26,RPL26
10328,ribosomal protein L27,RPL27
10351,ribosomal protein L3 like,RPL3L
10334,ribosomal protein L31,RPL31
10344,ribosomal protein L35,RPL35
10345,ribosomal protein L35a,RPL35A
10360,ribosomal protein L5,RPL5
10368,ribosomal protein L8,RPL8
10369,ribosomal protein L9,RPL9
10383,ribosomal protein S10,RPS10
10387,ribosomal protein S14,RPS14
10388,ribosomal protein S15,RPS15
10389,ribosomal protein S15a,RPS15A
10397,ribosomal protein S17,RPS17
10402,ribosomal protein S19,RPS19
10405,ribosomal protein S20,RPS20
10411,ribosomal protein S24,RPS24
10414,ribosomal protein S26,RPS26
10416,ribosomal protein S27,RPS27
10418,ribosomal protein S28,RPS28
10419,ribosomal protein S29,RPS29
10432,ribosomal protein S6 kinase A3,RPS6KA3
10440,ribosomal protein S7,RPS7
6502,ribosomal protein SA,RPSA
29420,ring finger and SPRY domain containing 1,RSPRY1
25539,ring finger and WD repeat domain 3,RFWD3
12974,ring finger protein 113A,RNF113A
10057,ring finger protein 13,RNF13
21158,ring finger protein 135,RNF135
17023,ring finger protein 139,RNF139
26661,ring finger protein 168,RNF168
25358,ring finger protein 170,RNF170
10061,ring finger protein 2,RNF2
27729,ring finger protein 212,RNF212
14539,ring finger protein 213,RNF213
21698,ring finger protein 216,RNF216
16031,ring finger protein 31,RNF31
18505,ring finger protein 43,RNF43
10069,ring finger protein 6,RNF6
13429,"ring finger protein, LIM domain interacting",RLIM
21390,ripply transcriptional repressor 2,RIPPLY2
29478,rogdi atypical leucine zipper,ROGDI
18654,rotatin,RTTN
10249,roundabout guidance receptor 1,ROBO1
10250,roundabout guidance receptor 2,ROBO2
13433,roundabout guidance receptor 3,ROBO3
28991,rubicon autophagy regulator,RUBCN
10483,ryanodine receptor 1,RYR1
10484,ryanodine receptor 2,RYR2
10519,sacsin molecular chaperone,SACS
11142,salt inducible kinase 1,SIK1
10805,sarcoglycan alpha,SGCA
10806,sarcoglycan beta,SGCB
10807,sarcoglycan delta,SGCD
10808,sarcoglycan epsilon,SGCE
10809,sarcoglycan gamma,SGCG
16643,sarcolemma associated protein,SLMAP
10536,sarcosine dehydrogenase,SARDH
28971,scaffold protein involved in DNA repair,SPIDR
1664,scavenger receptor class B member 1,SCARB1
1665,scavenger receptor class B member 2,SCARB2
19869,scavenger receptor class F member 2,SCARF2
32689,schlafen family member 14,SLFN14
13771,sclerostin,SOST
18746,secreted LY6/PLAUR domain containing 1,SLURP1
10778,secreted frizzled related protein 4,SFRP4
11255,secreted phosphoprotein 1,SPP1
11219,secreted protein acidic and cysteine rich,SPARC
10535,secretion associated Ras related GTPase 1B,SAR1B
1492,sedoheptulokinase,SHPK
10719,selenium binding protein 1,SELENBP1
29361,selenoprotein I,SELENOI
15999,selenoprotein N,SELENON
10723,semaphorin 3A,SEMA3A
10725,semaphorin 3C,SEMA3C
10726,semaphorin 3D,SEMA3D
10727,semaphorin 3E,SEMA3E
10729,semaphorin 4A,SEMA4A
10732,semaphorin 4D,SEMA4D
10736,semaphorin 5A,SEMA5A
10739,semaphorin 6B,SEMA6B
445,senataxin,SETX
11257,sepiapterin reductase,SPR
26348,septin 12,SEPTIN12
33280,septin 14,SEPTIN14
9165,septin 4,SEPTIN4
7323,septin 9,SEPTIN9
11280,sequestosome 1,SQSTM1
21061,serine active site containing 1,SERAC1
10783,serine and arginine rich splicing factor 2,SRSF2
11277,serine palmitoyltransferase long chain base subunit 1,SPTLC1
11278,serine palmitoyltransferase long chain base subunit 2,SPTLC2
11244,serine peptidase inhibitor Kazal type 1,SPINK1
15464,serine peptidase inhibitor Kazal type 5,SPINK5
11247,"serine peptidase inhibitor, Kunitz type 2",SPINT2
9475,serine protease 1,PRSS1
9477,serine protease 12,PRSS12
9483,serine protease 2,PRSS2
39433,serine protease 56,PRSS56
16639,serine/arginine repetitive matrix 2,SRRM2
11389,serine/threonine kinase 11,STK11
17209,serine/threonine kinase 36,STK36
11408,serine/threonine kinase 4,STK4
8941,serpin family A member 1,SERPINA1
18359,serpin family A member 12,SERPINA12
1540,serpin family A member 6,SERPINA6
8950,serpin family B member 6,SERPINB6
13902,serpin family B member 7,SERPINB7
8952,serpin family B member 8,SERPINB8
775,serpin family C member 1,SERPINC1
8583,serpin family E member 1,SERPINE1
8824,serpin family F member 1,SERPINF1
9075,serpin family F member 2,SERPINF2
1228,serpin family G member 1,SERPING1
1546,serpin family H member 1,SERPINH1
8943,serpin family I member 1,SERPINI1
10513,serum amyloid A1,SAA1
10537,seryl-tRNA synthetase 1,SARS1
17697,"seryl-tRNA synthetase 2, mitochondrial",SARS2
11311,sex determining region Y,SRY
29958,short chain dehydrogenase/reductase family 9C member 7,SDR9C7
26535,shortage in chiasmata 1,SHOC1
29215,shroom family member 4,SHROOM4
25088,shugoshin 1,SGO1
10857,siah E3 ubiquitin protein ligase 1,SIAH1
16088,sideroflexin 4,SFXN4
8157,sigma non-opioid intracellular receptor 1,SIGMAR1
23801,signal induced proliferation associated 1 like 3,SIPA1L3
11300,signal recognition particle 19,SRP19
11301,signal recognition particle 54,SRP54
11303,signal recognition particle 72,SRP72
11326,signal sequence receptor subunit 4,SSR4
11362,signal transducer and activator of transcription 1,STAT1
11363,signal transducer and activator of transcription 2,STAT2
11364,signal transducer and activator of transcription 3,STAT3
11365,signal transducer and activator of transcription 4,STAT4
11367,signal transducer and activator of transcription 5B,STAT5B
11368,signal transducer and activator of transcription 6,STAT6
30650,signaling receptor and transporter of retinol STRA6,STRA6
29256,sine oculis binding protein homolog,SOBP
11317,single stranded DNA binding protein 1,SSBP1
14934,sirtuin 6,SIRT6
11122,small muscle protein X-linked,SMPX
30859,small nuclear ribonucleoprotein U5 subunit 200,SNRNP200
11161,small nuclear ribonucleoprotein polypeptide E,SNRPE
11164,small nuclear ribonucleoprotein polypeptide N,SNRPN
11153,small nuclear ribonucleoprotein polypeptides B and B1,SNRPB
32780,"small nucleolar RNA, C/D box 115 cluster",SNORD115@
32781,"small nucleolar RNA, C/D box 116 cluster",SNORD116@
32952,"small nucleolar RNA, C/D box 118",SNORD118
12502,small ubiquitin like modifier 1,SUMO1
29204,small vasohibin binding protein,SVBP
11119,"smoothened, frizzled class receptor",SMO
11094,snail family transcriptional repressor 2,SNAI2
26406,sodium channel and clathrin linker 1,SCLT1
10599,sodium channel epithelial 1 subunit alpha,SCNN1A
10600,sodium channel epithelial 1 subunit beta,SCNN1B
10602,sodium channel epithelial 1 subunit gamma,SCNN1G
19082,"sodium leak channel, non-selective",NALCN
10585,sodium voltage-gated channel alpha subunit 1,SCN1A
10582,sodium voltage-gated channel alpha subunit 10,SCN10A
10583,sodium voltage-gated channel alpha subunit 11,SCN11A
10588,sodium voltage-gated channel alpha subunit 2,SCN2A
10590,sodium voltage-gated channel alpha subunit 3,SCN3A
10591,sodium voltage-gated channel alpha subunit 4,SCN4A
10593,sodium voltage-gated channel alpha subunit 5,SCN5A
10596,sodium voltage-gated channel alpha subunit 8,SCN8A
10597,sodium voltage-gated channel alpha subunit 9,SCN9A
10586,sodium voltage-gated channel beta subunit 1,SCN1B
10589,sodium voltage-gated channel beta subunit 2,SCN2B
20665,sodium voltage-gated channel beta subunit 3,SCN3B
10592,sodium voltage-gated channel beta subunit 4,SCN4B
10939,solute carrier family 1 member 1,SLC1A1
10940,solute carrier family 1 member 2,SLC1A2
10941,solute carrier family 1 member 3,SLC1A3
10942,solute carrier family 1 member 4,SLC1A4
10905,solute carrier family 10 member 1,SLC10A1
10907,solute carrier family 11 member 1,SLC11A1
10908,solute carrier family 11 member 2,SLC11A2
10911,solute carrier family 12 member 2,SLC12A2
10912,solute carrier family 12 member 3,SLC12A3
13818,solute carrier family 12 member 5,SLC12A5
10914,solute carrier family 12 member 6,SLC12A6
23089,solute carrier family 13 member 5,SLC13A5
10922,solute carrier family 16 member 1,SLC16A1
23094,solute carrier family 16 member 12,SLC16A12
10923,solute carrier family 16 member 2,SLC16A2
10933,solute carrier family 17 member 5,SLC17A5
20151,solute carrier family 17 member 8,SLC17A8
16192,solute carrier family 17 member 9,SLC17A9
10935,solute carrier family 18 member A2,SLC18A2
10936,solute carrier family 18 member A3,SLC18A3
10938,solute carrier family 19 member 2,SLC19A2
16266,solute carrier family 19 member 3,SLC19A3
11005,solute carrier family 2 member 1,SLC2A1
13444,solute carrier family 2 member 10,SLC2A10
11006,solute carrier family 2 member 2,SLC2A2
11007,solute carrier family 2 member 3,SLC2A3
13446,solute carrier family 2 member 9,SLC2A9
10947,solute carrier family 20 member 2,SLC20A2
17989,solute carrier family 22 member 12,SLC22A12
10964,solute carrier family 22 member 18,SLC22A18
10969,solute carrier family 22 member 5,SLC22A5
10975,solute carrier family 24 member 1,SLC24A1
10978,solute carrier family 24 member 4,SLC24A4
20611,solute carrier family 24 member 5,SLC24A5
10979,solute carrier family 25 member 1,SLC25A1
10981,solute carrier family 25 member 11,SLC25A11
10982,solute carrier family 25 member 12,SLC25A12
10983,solute carrier family 25 member 13,SLC25A13
10985,solute carrier family 25 member 15,SLC25A15
14409,solute carrier family 25 member 19,SLC25A19
1421,solute carrier family 25 member 20,SLC25A20
19954,solute carrier family 25 member 22,SLC25A22
20662,solute carrier family 25 member 24,SLC25A24
20661,solute carrier family 25 member 26,SLC25A26
10989,solute carrier family 25 member 3,SLC25A3
29683,solute carrier family 25 member 32,SLC25A32
26054,solute carrier family 25 member 38,SLC25A38
10990,solute carrier family 25 member 4,SLC25A4
25198,solute carrier family 25 member 46,SLC25A46
10994,solute carrier family 26 member 2,SLC26A2
3018,solute carrier family 26 member 3,SLC26A3
8818,solute carrier family 26 member 4,SLC26A4
9359,solute carrier family 26 member 5,SLC26A5
14468,solute carrier family 26 member 8,SLC26A8
14469,solute carrier family 26 member 9,SLC26A9
10998,solute carrier family 27 member 4,SLC27A4
23096,solute carrier family 29 member 3,SLC29A3
11025,solute carrier family 3 member 1,SLC3A1
25355,solute carrier family 30 member 10,SLC30A10
1329,solute carrier family 30 member 9,SLC30A9
11018,solute carrier family 32 member 1,SLC32A1
95,solute carrier family 33 member 1,SLC33A1
11019,solute carrier family 34 member 1,SLC34A1
11020,solute carrier family 34 member 2,SLC34A2
20305,solute carrier family 34 member 3,SLC34A3
11021,solute carrier family 35 member A1,SLC35A1
11022,solute carrier family 35 member A2,SLC35A2
11023,solute carrier family 35 member A3,SLC35A3
20197,solute carrier family 35 member C1,SLC35C1
20800,solute carrier family 35 member D1,SLC35D1
18762,solute carrier family 36 member 2,SLC36A2
4061,solute carrier family 37 member 4,SLC37A4
18044,solute carrier family 38 member 3,SLC38A3
32434,solute carrier family 38 member 8,SLC38A8
20859,solute carrier family 39 member 13,SLC39A13
20858,solute carrier family 39 member 14,SLC39A14
17129,solute carrier family 39 member 4,SLC39A4
4927,solute carrier family 39 member 7,SLC39A7
20862,solute carrier family 39 member 8,SLC39A8
11027,solute carrier family 4 member 1 (Diego blood group),SLC4A1
13811,solute carrier family 4 member 10,SLC4A10
16438,solute carrier family 4 member 11,SLC4A11
11029,solute carrier family 4 member 3,SLC4A3
11030,solute carrier family 4 member 4,SLC4A4
10909,solute carrier family 40 member 1,SLC40A1
13941,solute carrier family 44 member 4,SLC44A4
17939,solute carrier family 45 member 1,SLC45A1
16472,solute carrier family 45 member 2,SLC45A2
30521,solute carrier family 46 member 1,SLC46A1
16628,solute carrier family 49 member 4,SLC49A4
11036,solute carrier family 5 member 1,SLC5A1
11037,solute carrier family 5 member 2,SLC5A2
11040,solute carrier family 5 member 5,SLC5A5
14025,solute carrier family 5 member 7,SLC5A7
30225,solute carrier family 52 member 1,SLC52A1
30224,solute carrier family 52 member 2,SLC52A2
16187,solute carrier family 52 member 3,SLC52A3
11042,solute carrier family 6 member 1,SLC6A1
11047,solute carrier family 6 member 14,SLC6A14
31399,solute carrier family 6 member 17,SLC6A17
26441,solute carrier family 6 member 18,SLC6A18
27960,solute carrier family 6 member 19,SLC6A19
11048,solute carrier family 6 member 2,SLC6A2
30927,solute carrier family 6 member 20,SLC6A20
11049,solute carrier family 6 member 3,SLC6A3
11051,solute carrier family 6 member 5,SLC6A5
11055,solute carrier family 6 member 8,SLC6A8
11056,solute carrier family 6 member 9,SLC6A9
29326,solute carrier family 7 member 14,SLC7A14
11065,solute carrier family 7 member 7,SLC7A7
11067,solute carrier family 7 member 9,SLC7A9
11071,solute carrier family 9 member A1,SLC9A1
11073,solute carrier family 9 member A3,SLC9A3
11079,solute carrier family 9 member A6,SLC9A6
17123,solute carrier family 9 member A7,SLC9A7
10959,solute carrier organic anion transporter family member 1B1,SLCO1B1
10961,solute carrier organic anion transporter family member 1B3,SLCO1B3
10955,solute carrier organic anion transporter family member 2A1,SLCO2A1
10848,sonic hedgehog signaling molecule,SHH
11185,sortilin related receptor 1,SORL1
14974,sorting nexin 10,SNX10
14977,sorting nexin 14,SNX14
10524,spalt like transcription factor 1,SALL1
10526,spalt like transcription factor 2,SALL2
15924,spalt like transcription factor 4,SALL4
18514,spartin,SPART
13730,spastic paraplegia 14 (autosomal recessive),SPG14
14260,"spastic paraplegia 16 (complicated, X-linked recessive)",SPG16
16706,spastic paraplegia 19 (autosomal dominant),SPG19
21340,spastic paraplegia 23 (autosomal recessive),SPG23
22993,spastic paraplegia 24 (autosomal recessive),SPG24
25855,"spastic paraplegia 25 (autosomal recessive, with disc herniation)",SPG25
26071,spastic paraplegia 27 (autosomal recessive),SPG27
30161,spastic paraplegia 29 (autosomal dominant),SPG29
32314,spastic paraplegia 32 (autosomal recessive),SPG32
32944,spastic paraplegia 34 (autosomal dominant),SPG34
33240,spastic paraplegia 36 (autosomal dominant),SPG36
33472,spastic paraplegia 37 (autosomal dominant),SPG37
33485,"spastic paraplegia 38 (autosomal dominant, Silver syndrome)",SPG38
34382,spastic paraplegia 41 (autosomal dominant),SPG41
11233,spastin,SPAST
11254,speckle type BTB/POZ protein,SPOP
11272,"spectrin alpha, erythrocytic 1",SPTA1
11273,"spectrin alpha, non-erythrocytic 1",SPTAN1
11274,"spectrin beta, erythrocytic",SPTB
11275,"spectrin beta, non-erythrocytic 1",SPTBN1
11276,"spectrin beta, non-erythrocytic 2",SPTBN2
26703,spectrin repeat containing nuclear envelope family member 4,SYNE4
17089,spectrin repeat containing nuclear envelope protein 1,SYNE1
17084,spectrin repeat containing nuclear envelope protein 2,SYNE2
17575,spen family transcriptional repressor,SPEN
29022,sperm antigen with calponin homology and coiled-coil domains 1 like,SPECC1L
11212,sperm associated antigen 1,SPAG1
26620,sperm associated antigen 17,SPAG17
26293,sperm flagellar 2,SPEF2
27845,spermatogenesis and oogenesis specific basic helix-loop-helix 1,SOHLH1
29935,spermatogenesis associated 16,SPATA16
20423,spermatogenesis associated 7,SPATA7
10540,spermidine/spermine N1-acetyltransferase 1,SAT1
11123,spermine synthase,SMS
11120,sphingomyelin phosphodiesterase 1,SMPD1
10817,sphingosine-1-phosphate lyase 1,SGPL1
3169,sphingosine-1-phosphate receptor 2,S1PR2
17204,spinocerebellar ataxia 20,SCA20
20684,spinocerebellar ataxia 25,SCA25
33445,spinocerebellar ataxia 30,SCA30
37475,spinocerebellar ataxia 32,SCA32
43726,spinocerebellar ataxia 37,SCA37
10768,splicing factor 3b subunit 1,SF3B1
10771,splicing factor 3b subunit 4,SF3B4
10774,splicing factor proline and glutamine rich,SFPQ
15533,sprouty RTK signaling antagonist 4,SPRY4
20249,sprouty related EVH1 domain containing 1,SPRED1
17722,sprouty related EVH1 domain containing 2,SPRED2
24809,ssu-2 homolog,SSUH2
16035,stereocilin,STRC
31750,sterile alpha motif domain containing 12,SAMD12
1348,sterile alpha motif domain containing 9,SAMD9
1349,sterile alpha motif domain containing 9 like,SAMD9L
11285,steroid 5 alpha-reductase 2,SRD5A2
25812,steroid 5 alpha-reductase 3,SRD5A3
11425,steroid sulfatase,STS
11359,steroidogenic acute regulatory protein,STAR
10606,sterol carrier protein 2,SCP2
11289,sterol regulatory element binding transcription factor 1,SREBF1
10547,sterol-C5-desaturase,SC5D
27962,stimulator of interferon response cGAMP interactor 1,STING1
23508,storkhead box 1,STOX1
16901,striated muscle enriched protein kinase,SPEG
11386,stromal interaction molecule 1,STIM1
11111,structural maintenance of chromosomes 1A,SMC1A
2468,structural maintenance of chromosomes 3,SMC3
29090,structural maintenance of chromosomes flexible hinge domain containing 1,SMCHD1
33867,succinate dehydrogenase complex assembly factor 1,SDHAF1
26034,succinate dehydrogenase complex assembly factor 2,SDHAF2
10680,succinate dehydrogenase complex flavoprotein subunit A,SDHA
10681,succinate dehydrogenase complex iron sulfur subunit B,SDHB
10682,succinate dehydrogenase complex subunit C,SDHC
10683,succinate dehydrogenase complex subunit D,SDHD
11448,succinate-CoA ligase ADP-forming subunit beta,SUCLA2
11449,succinate-CoA ligase GDP/ADP-forming subunit alpha,SUCLG1
16001,succinyl-CoA:glutarate-CoA transferase,SUGCT
10856,sucrase-isomaltase,SI
20376,sulfatase modifying factor 1,SUMF1
11460,sulfite oxidase,SUOX
11459,sulfotransferase family 2B member 1,SULT2B1
11179,superoxide dismutase 1,SOD1
19383,suppressor of cytokine signaling 1,SOCS1
10798,surfactant protein A1,SFTPA1
10799,surfactant protein A2,SFTPA2
10801,surfactant protein B,SFTPB
10802,surfactant protein C,SFTPC
11117,"survival of motor neuron 1, telomeric",SMN1
11118,"survival of motor neuron 2, centromeric",SMN2
30668,sushi repeat containing protein X-linked 2,SRPX2
11494,synapsin I,SYN1
11497,synaptic Ras GTPase activating protein 1,SYNGAP1
11503,synaptojanin 1,SYNJ1
28852,synaptonemal complex central element protein 1,SYCE1
18130,synaptonemal complex protein 3,SYCP3
11506,synaptophysin,SYP
11132,synaptosome associated protein 25,SNAP25
11133,synaptosome associated protein 29,SNAP29
11509,synaptotagmin 1,SYT1
23143,synaptotagmin 14,SYT14
11510,synaptotagmin 2,SYT2
16918,synaptotagmin binding cytoplasmic RNA interacting protein,SYNCRIP
11429,syntaxin 11,STX11
11431,syntaxin 16,STX16
11433,syntaxin 1A,STX1A
18539,syntaxin 1B,STX1B
11438,syntaxin 3,STX3
11444,syntaxin binding protein 1,STXBP1
11445,syntaxin binding protein 2,STXBP2
10603,synthesis of cytochrome C oxidase 1,SCO1
10604,synthesis of cytochrome C oxidase 2,SCO2
11167,syntrophin alpha 1,SNTA1
11138,synuclein alpha,SNCA
25980,tRNA methyltransferase 1,TRMT1
28403,tRNA methyltransferase 10A,TRMT10A
26022,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",TRMT10C
23141,tRNA methyltransferase 5,TRMT5
25481,tRNA mitochondrial 2-thiouridylase,TRMU
17341,tRNA nucleotidyl transferase 1,TRNT1
16791,tRNA splicing endonuclease subunit 15,TSEN15
28422,tRNA splicing endonuclease subunit 2,TSEN2
15506,tRNA splicing endonuclease subunit 34,TSEN34
27561,tRNA splicing endonuclease subunit 54,TSEN54
11521,tachykinin precursor 3,TAC3
11528,tachykinin receptor 3,TACR3
11577,"tafazzin, phospholipid-lysophospholipid transacylase",TAFAZZIN
26894,taperin,TPRN
15954,"target of EGR1, exonuclease",TOE1
19141,tau tubulin kinase 2,TTBK2
10669,teashirt zinc finger homeobox 1,TSHZ1
26113,tectonic family member 1,TCTN1
25774,tectonic family member 2,TCTN2
24519,tectonic family member 3,TCTN3
19957,tectonin beta-propeller repeat containing 2,TECPR2
